         4809926 function calls (4665996 primitive calls) in 94.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/numpy_pickle_compat.py:1(<module>)
      119    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1187(get_exact)
      114    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1757(pop)
      188    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:126(predecessors)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_quad_vec.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1727(__new__)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:858(ret)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:726(__init__)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1454(<genexpr>)
       88    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       22    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/targetconfig.py:237(copy)
       21    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:237(descr)
       44    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/utils.py:284(enter)
      363    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       13    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:170(_build_unflatten_code)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/lib/polynomial.py:1227(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/colorama/initialise.py:37(init)
       44    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/targetconfig.py:75(__len__)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:469(get_data_type)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/iterators.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1490(_legalize_exception_vars)
       74    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:347(__new__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/containers.py:316(__init__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/doccer.py:160(_doc)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_polyint.py:107(_reshape_yi)
       17    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/extending.py:172(overload_attribute)
       74    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:785(__delattr__)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/autograd/grad_mode.py:184(__init__)
      102    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:172(__setitem__)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:231(__init__)
      152    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:2038(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/cffi/model.py:273(build_backend_type)
       30    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/mathimpl.py:123(unary_math_int_impl)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/audioread/base.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:2743(op_UNARY_NEGATIVE)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/containers.py:303(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1192(get_resource_reader)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/getlimits.py:612(tiny)
       22    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1604(__init__)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/transforms.py:101(_dispose)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/serialize.py:52(dumps)
      146    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCArrayType' objects}
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/soundfile.py:548(SoundFile)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/cffi/model.py:317(build_backend_type)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/transforms.py:48(inlining_threshold)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:312(_class_escape)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1109(__repr__)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:478(op_LOAD_ATTR)
      334    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1246(<genexpr>)
       56    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:44(get_code_object)
       73    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/imputils.py:144(_decorate_getattr)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:556(_to_string)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/subprocess.py:1092(__exit__)
      116    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1753(push)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/extending.py:245(overload_classmethod)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:518(__init__)
      320    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/readers.py:17(__init__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/colorama/initialise.py:111(wrap_stream)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/librosa/_cache.py:23(CacheManager)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/loky/backend/process.py:1(<module>)
       86    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/backends/quantized/__init__.py:55(__getattr__)
       84    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1310(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1236(peep_hole_split_at_pop_block)
      214    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/misc/llvm_pass_timings.py:292(record)
       74    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:352(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1966(__init_subclass__)
       99    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:605(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/backports.py:1(<module>)
       67    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      135    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:264(define)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/ufunc/sigparse.py:11(stripws)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/cffi/commontypes.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/transforms.py:83(slp_vectorize)
        6    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/mathdecl.py:10(Math_unary)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/getlimits.py:589(smallest_normal)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1868(insert_block)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1096(_generic_init_subclass)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/executor.py:1(<module>)
      253    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:113(__init__)
       10    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:665(__init__)
       16    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/registry.py:9(wraps)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/fromnumeric.py:1025(argsort)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_bvp.py:1(<module>)
      368    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
      320    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:288(_compute_lineno)
       36    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       22    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/abstract.py:127(__ne__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/ufunc/dufunc.py:134(make_dufunc_kernel)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/ufunc/ufuncbuilder.py:180(_finalize_ufunc_signature)
      103    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/ffi.py:287(__bool__)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:506(structure_repr)
      293    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:804(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/plyparser.py:1(<module>)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:434(_str_signature)
       22    0.000    0.000    0.000    0.000 {built-in method numba._dynfunc.make_function}
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:279(in_loops)
       19    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/manager.py:23(register)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1726(_insert_outgoing_phis)
      456    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1112(__str__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/loky/backend/queues.py:1(<module>)
       46    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:893(_object_getbuffer_hook)
       50    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       35    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       24    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/lib/function_base.py:348(iterable)
       44    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/targetconfig.py:160(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/_czt.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/colorama/ansitowin32.py:81(__init__)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:440(_str_summary)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ctypes/__init__.py:521(string_at)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:201(short)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:446(_str_extended_summary)
      304    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:440(__init__)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/decorator.py:145(update)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/rangeobj.py:15(make_range_iterator)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ivp/base.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:2873(op_JUMP_FORWARD)
      440    0.000    0.000    0.000    0.000 /home/ali/Desktop/Projects/#03 WasReleasedToday/SPE/video_summarizer.py:300(<lambda>)
      278    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1770(current_scope)
        9    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:601(_get_reference)
       68    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:392(norm_gen)
    81/51    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:144(rec)
      351    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:45(return_type)
       15    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/shape_base.py:215(_vhstack_dispatcher)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1045(__str__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:10731(vonmises_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/listdecl.py:30(ListAttribute)
      355    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/module.py:229(__iter__)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:519(__init__)
      180    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:118(successors)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:2896(op_RETURN_CONST)
    19/13    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:175(rec)
      317    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:49(args)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pycparser/c_parser.py:17(CParser)
    21/13    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/cffi/model.py:81(__hash__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:514(_deprecated)
       23    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:48(get_argument_type)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:728(search)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/_waveforms.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:848(op_JUMP_FORWARD)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_rbf.py:1(<module>)
       54    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:26(module)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/autograd/grad_mode.py:84(__exit__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ivp/dop853_coefficients.py:1(<module>)
      176    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/targetconfig.py:252(_guard_option)
      248    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1934(in_with)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cloudpickle/cloudpickle.py:1260(dump)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:199(_exit_points)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:384(_has_code_flag)
       73    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_mstats_extras.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:479(lru_cache)
      148    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/analysis.py:69(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/fromnumeric.py:95(take)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1035(_find_new_)
       72    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dis.py:671(findlinestarts)
       24    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:218(position_before)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:4376(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/logger.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:460(if_unlikely)
        6    0.000    0.000    0.000    0.000 {built-in method torch.dropout_}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/printimpl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_ndgriddata.py:1(<module>)
       70    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:570(isstring)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:977(_typevar_subst)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/ctypes_utils.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:349(__set_name__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_ksstats.py:1(<module>)
      104    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:683(_is_classvar)
       52    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.get_pointer}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tempfile.py:660(close)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:236(find_use_defs)
       63    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:59(_is_sunder)
       82    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:549(_init_param)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/dispatcher.py:250(_make_finalizer)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:410(_find_exit_points)
        2    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      144    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1644(get_identity)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:395(isgeneratorfunction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:685(zip_children)
       66    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:944(__hash__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:704(beta_gen)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/loky/backend/_posix_reduction.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:54(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/functions.py:637(__init__)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1609(__hash__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1557(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/copyreg.py:107(_slotnames)
       83    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:935(__eq__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:1871(expon_gen)
       36    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:602(push_state)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/librosa/util/exceptions.py:1(<module>)
      208    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:47(reset)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/unicode_support.py:609(_PY_CTF_LB)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:1001(atomic_rmw)
       56    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:48(_is_dunder)
       99    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:119(args)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/_ivp/common.py:1(<module>)
      110    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1268(Template)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/chunk.py:1(<module>)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/functions.py:496(_store_object)
       12    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tempfile.py:601(close)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/loky/cloudpickle_wrapper.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/signal/_wavelets.py:1(<module>)
      189    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1160(is_terminated)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1344(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_odds_ratio.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:210(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/_path/__init__.py:269(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:1007(cmpxchg)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_interpolate.py:416(fill_value)
      304    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:443(__enter__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/math/numbers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/utils/_contextlib.py:154(__new__)
       20    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_distn_infrastructure.py:3249(__new__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_binomtest.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/autograd/grad_mode.py:75(__init__)
       22    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/itanium_mangler.py:84(_fix_lead_digit)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:467(_get_charset_prefix)
       38    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/sigutils.py:4(is_signature)
      262    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/ffi.py:267(__enter__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_continuous_distns.py:8279(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/multiprocessing/synchronize.py:46(SemLock)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/utils.py:628(unified_function_type)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/loky/backend/reduction.py:95(set_loky_pickler)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/scalars.py:46(cast_python_value)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1841(__init__)
