         4809926 function calls (4665996 primitive calls) in 94.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    14570    0.004    0.000    0.011    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/event.py:100(__init__)
     8803    0.011    0.000    0.011    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
       11    0.000    0.000    0.011    0.001 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:999(descr_body)
    15732    0.011    0.000    0.011    0.000 {built-in method _thread.allocate_lock}
3149/1373    0.002    0.000    0.011    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/_utils.py:44(__str__)
      189    0.000    0.000    0.011    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1172(descr)
      440    0.008    0.000    0.011    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/lib/stride_tricks.py:38(as_strided)
     5159    0.003    0.000    0.010    0.000 <frozen abc>:117(__instancecheck__)
      440    0.001    0.000    0.010    0.000 /usr/lib/python3.12/wave.py:642(open)
      311    0.000    0.000    0.010    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/extending.py:157(wrap)
     2728    0.008    0.000    0.010    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:587(_new)
    21785    0.010    0.000    0.010    0.000 {method 'encode' of 'str' objects}
      440    0.001    0.000    0.010    0.000 {method 'mean' of 'numpy.ndarray' objects}
      311    0.000    0.000    0.010    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/extending.py:140(register_jitable)
    26767    0.007    0.000    0.010    0.000 <frozen posixpath>:41(_get_sep)
      293    0.001    0.000    0.010    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:826(_normalized_name)
       22    0.000    0.000    0.010    0.000 /usr/lib/python3.12/dataclasses.py:1257(wrap)
       22    0.001    0.000    0.010    0.000 /usr/lib/python3.12/dataclasses.py:921(_process_class)
     3259    0.002    0.000    0.010    0.000 {method 'max' of 'numpy.ndarray' objects}
17347/17346    0.007    0.000    0.010    0.000 {method 'join' of 'str' objects}
     8805    0.010    0.000    0.010    0.000 /usr/lib/python3.12/threading.py:124(RLock)
        1    0.000    0.000    0.010    0.010 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/cffi_utils.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/ali/venv/lib/python3.12/site-packages/scipy/fft/_basic.py:1(<module>)
      432    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.010    0.010 /home/ali/venv/lib/python3.12/site-packages/audioread/__init__.py:45(_ca_available)
        1    0.000    0.000    0.010    0.010 /usr/lib/python3.12/ctypes/util.py:341(find_library)
        1    0.000    0.000    0.010    0.010 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_distn_infrastructure.py:1(<module>)
      880    0.001    0.000    0.009    0.000 /usr/lib/python3.12/warnings.py:15(formatwarning)
     8803    0.009    0.000    0.009    0.000 /usr/lib/python3.12/idlelib/rpc.py:375(_stage1)
      440    0.001    0.000    0.009    0.000 /usr/lib/python3.12/wave.py:279(__init__)
     3528    0.002    0.000    0.009    0.000 /usr/lib/python3.12/selectors.py:215(_fileobj_lookup)
      880    0.009    0.000    0.009    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       22    0.000    0.000    0.009    0.000 /usr/lib/python3.12/dataclasses.py:1240(dataclass)
      943    0.001    0.000    0.009    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:544(_to_string)
       37    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
     3128    0.009    0.000    0.009    0.000 {method 'join' of 'bytes' objects}
    14192    0.009    0.000    0.009    0.000 {method '__enter__' of '_thread.lock' objects}
      440    0.002    0.000    0.009    0.000 /home/ali/venv/lib/python3.12/site-packages/soundfile.py:1461(_create_info_struct)
     1320    0.004    0.000    0.009    0.000 /usr/lib/python3.12/copy.py:247(_reconstruct)
     1364    0.009    0.000    0.009    0.000 {method 'any' of 'torch._C.TensorBase' objects}
        8    0.000    0.000    0.009    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:122(raise_error)
       20    0.000    0.000    0.009    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_distn_infrastructure.py:3321(_construct_docstrings)
      440    0.002    0.000    0.009    0.000 /usr/lib/python3.12/wave.py:248(initfp)
     2076    0.002    0.000    0.009    0.000 <frozen posixpath>:416(abspath)
     1036    0.001    0.000    0.009    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/value.py:157(name)
       37    0.008    0.000    0.009    0.000 {built-in method _imp.create_dynamic}
      580    0.001    0.000    0.009    0.000 /usr/lib/python3.12/pathlib.py:437(__str__)
     2281    0.001    0.000    0.009    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/ffi.py:372(__del__)
        1    0.000    0.000    0.009    0.009 /home/ali/venv/lib/python3.12/site-packages/joblib/parallel.py:1(<module>)
      606    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap>:304(acquire)
      320    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
       59    0.000    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/decorators.py:202(wrapper)
      440    0.001    0.000    0.008    0.000 /usr/lib/python3.12/tempfile.py:655(__exit__)
     1129    0.001    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/module.py:251(_next)
      880    0.002    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/io/ffmpeg_reader.py:319(get_tbr)
    10459    0.003    0.000    0.008    0.000 /usr/lib/python3.12/contextlib.py:477(_exit_wrapper)
      440    0.001    0.000    0.008    0.000 /usr/lib/python3.12/aifc.py:947(open)
     1792    0.003    0.000    0.008    0.000 /usr/lib/python3.12/_weakrefset.py:27(__exit__)
       40    0.000    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/caching.py:481(load)
      129    0.000    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_distn_infrastructure.py:674(__init__)
      286    0.000    0.000    0.008    0.000 /usr/lib/python3.12/pathlib.py:1024(read_text)
      882    0.002    0.000    0.008    0.000 /usr/lib/python3.12/re/__init__.py:209(findall)
       35    0.000    0.000    0.008    0.000 /usr/lib/python3.12/re/_compiler.py:740(compile)
        1    0.000    0.000    0.008    0.008 /home/ali/venv/lib/python3.12/site-packages/joblib/_parallel_backends.py:1(<module>)
      440    0.003    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:663(__new__)
      456    0.005    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/lib/arraypad.py:86(_pad_simple)
     3259    0.001    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/_methods.py:39(_amax)
      441    0.003    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/numeric.py:1393(moveaxis)
    24722    0.005    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/utils.py:375(<genexpr>)
    10843    0.005    0.000    0.008    0.000 /usr/lib/python3.12/queue.py:209(_qsize)
      880    0.005    0.000    0.008    0.000 /usr/lib/python3.12/warnings.py:35(_formatwarnmsg_impl)
     3088    0.004    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:102(acquire)
        1    0.000    0.000    0.008    0.008 /home/ali/venv/lib/python3.12/site-packages/numba/np/arraymath.py:1(<module>)
      880    0.003    0.000    0.008    0.000 /usr/lib/python3.12/logging/__init__.py:1611(findCaller)
    18408    0.006    0.000    0.008    0.000 {built-in method builtins.issubclass}
     1364    0.005    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:420(_getdecoder)
     1050    0.001    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/module.py:240(_next)
        1    0.000    0.000    0.008    0.008 /home/ali/venv/lib/python3.12/site-packages/cffi/api.py:41(__init__)
        4    0.000    0.000    0.008    0.002 /home/ali/venv/lib/python3.12/site-packages/numba/np/ufunc/wrappers.py:123(build_fast_loop_body)
     5159    0.007    0.000    0.008    0.000 {built-in method _abc._abc_instancecheck}
      880    0.002    0.000    0.008    0.000 /usr/lib/python3.12/logging/__init__.py:622(formatTime)
     3088    0.005    0.000    0.008    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:106(release)
      440    0.004    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/utils.py:333(_screen_shape_linux)
     3528    0.004    0.000    0.007    0.000 /usr/lib/python3.12/selectors.py:21(_fileobj_to_fd)
        5    0.000    0.000    0.007    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:732(add_llvm_module)
     1795    0.007    0.000    0.007    0.000 {built-in method numpy.asarray}
    30623    0.007    0.000    0.007    0.000 {method 'release' of '_thread.RLock' objects}
     3044    0.005    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/config.py:86(get_setting)
      293    0.004    0.000    0.007    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:347(__new__)
      443    0.002    0.000    0.007    0.000 /usr/lib/python3.12/tempfile.py:292(__next__)
     1198    0.003    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:68(read_to_condition)
      922    0.007    0.000    0.007    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.007    0.007 /home/ali/venv/lib/python3.12/site-packages/scipy/integrate/__init__.py:1(<module>)
     1687    0.007    0.000    0.007    0.000 {built-in method posix.kill}
     2299    0.001    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/ffi.py:329(close)
     3265    0.007    0.000    0.007    0.000 {built-in method numpy.zeros}
       28    0.000    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/fft/_basic.py:16(_dispatch)
      287    0.000    0.000    0.007    0.000 /usr/lib/python3.12/pathlib.py:1007(open)
     1364    0.007    0.000    0.007    0.000 {built-in method torch.from_numpy}
       28    0.000    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_uarray/_backend.py:173(generate_multimethod)
        1    0.000    0.000    0.007    0.007 /home/ali/venv/lib/python3.12/site-packages/cffi/cparser.py:1(<module>)
      104    0.001    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:218(_parse_param_list)
     2255    0.002    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/abstract.py:49(_intern)
      440    0.001    0.000    0.007    0.000 {method 'all' of 'numpy.ndarray' objects}
     8410    0.007    0.000    0.007    0.000 {method 'isOpened' of 'cv2.VideoCapture' objects}
        1    0.000    0.000    0.007    0.007 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/hashing.py:1(<module>)
     1764    0.002    0.000    0.007    0.000 /usr/lib/python3.12/selectors.py:247(unregister)
      581    0.001    0.000    0.007    0.000 /usr/lib/python3.12/pathlib.py:551(drive)
      357    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
    14570    0.004    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/event.py:66(_guard_kind)
        5    0.000    0.000    0.007    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:651(_optimize_functions)
       63    0.000    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/module.py:11(parse_assembly)
        4    0.000    0.000    0.007    0.002 /home/ali/venv/lib/python3.12/site-packages/numba/np/ufunc/wrappers.py:76(build_slow_loop_body)
      323    0.001    0.000    0.007    0.000 /usr/lib/python3.12/textwrap.py:419(dedent)
      440    0.000    0.000    0.007    0.000 /usr/lib/python3.12/aifc.py:354(__init__)
        1    0.000    0.000    0.007    0.007 /home/ali/venv/lib/python3.12/site-packages/numba/typed/typedlist.py:1(<module>)
      935    0.001    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:78(read_to_next_empty_line)
     1364    0.007    0.000    0.007    0.000 {method 'permute' of 'torch._C.TensorBase' objects}
       54    0.000    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/pooling.py:1454(forward)
      103    0.000    0.000    0.007    0.000 /usr/lib/python3.12/re/__init__.py:226(compile)
     4642    0.003    0.000    0.007    0.000 /usr/lib/python3.12/threading.py:314(_is_owned)
       54    0.000    0.000    0.007    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/functional.py:1370(adaptive_avg_pool2d)
     5456    0.003    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/jit/_trace.py:1323(is_tracing)
      440    0.002    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/fromnumeric.py:40(_wrapit)
     8803    0.006    0.000    0.006    0.000 {built-in method _struct.pack}
       28    0.001    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_uarray/_backend.py:309(get_defaults)
    24980    0.006    0.000    0.006    0.000 {built-in method _thread.get_ident}
      640    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
      581    0.001    0.000    0.006    0.000 /usr/lib/python3.12/pathlib.py:407(_load_parts)
    22871    0.006    0.000    0.006    0.000 {method 'strip' of 'str' objects}
       54    0.006    0.000    0.006    0.000 {built-in method torch._C._nn.adaptive_avg_pool2d}
       45    0.000    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:1150(create_library)
    20100    0.004    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/utils.py:524(sublist_iterator)
       45    0.000    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:643(__init__)
    10459    0.004    0.000    0.006    0.000 /usr/lib/python3.12/contextlib.py:548(_push_exit_callback)
    21757    0.006    0.000    0.006    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       69    0.000    0.000    0.006    0.000 /usr/lib/python3.12/dataclasses.py:449(_create_fn)
      440    0.000    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/_methods.py:61(_all)
    21199    0.006    0.000    0.006    0.000 {method 'endswith' of 'str' objects}
      440    0.002    0.000    0.006    0.000 /usr/lib/python3.12/aifc.py:314(initfp)
     1280    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     5456    0.006    0.000    0.006    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.006    0.006 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_multivariate.py:1(<module>)
      882    0.002    0.000    0.006    0.000 /usr/lib/python3.12/threading.py:588(__init__)
    51318    0.006    0.000    0.006    0.000 {built-in method posix.fspath}
      440    0.002    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:679(_get_free_pos)
     1768    0.001    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:110(__enter__)
       52    0.000    0.000    0.006    0.000 /usr/lib/python3.12/inspect.py:856(getdoc)
     1934    0.003    0.000    0.006    0.000 /usr/lib/python3.12/inspect.py:2712(__init__)
    25010    0.006    0.000    0.006    0.000 {built-in method builtins.min}
      882    0.003    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/numerictypes.py:357(issubdtype)
      440    0.003    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:1402(set_postfix)
    11582    0.006    0.000    0.006    0.000 {built-in method numpy.asanyarray}
       69    0.002    0.000    0.006    0.000 /usr/lib/python3.12/collections/__init__.py:355(namedtuple)
       51    0.003    0.000    0.006    0.000 /usr/lib/python3.12/inspect.py:875(cleandoc)
      880    0.001    0.000    0.006    0.000 /usr/lib/python3.12/logging/__init__.py:2149(getLogger)
        1    0.000    0.000    0.006    0.006 /home/ali/venv/lib/python3.12/site-packages/joblib/_utils.py:1(<module>)
     1655    0.002    0.000    0.006    0.000 <frozen posixpath>:117(splitext)
     8803    0.006    0.000    0.006    0.000 {built-in method _struct.unpack}
      882    0.003    0.000    0.006    0.000 /usr/lib/python3.12/selectors.py:347(__init__)
     9029    0.006    0.000    0.006    0.000 {method 'split' of 'str' objects}
     5019    0.003    0.000    0.006    0.000 /home/ali/venv/lib/python3.12/site-packages/proglog/proglog.py:233(<lambda>)
        1    0.000    0.000    0.005    0.005 /home/ali/venv/lib/python3.12/site-packages/numba/typed/typeddict.py:1(<module>)
     1364    0.003    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:445(_getencoder)
     9448    0.005    0.000    0.005    0.000 {method 'update' of 'dict' objects}
        8    0.000    0.000    0.005    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:520(unpack_exception)
       52    0.000    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/dispatcher.py:758(__init__)
     8803    0.005    0.000    0.005    0.000 /usr/lib/python3.12/idlelib/rpc.py:328(newseq)
      126    0.000    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/activation.py:516(forward)
     1364    0.002    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/torchvision/transforms/_functional_pil.py:22(get_dimensions)
     1205    0.005    0.000    0.005    0.000 {method 'findall' of 're.Pattern' objects}
     2407    0.001    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:368(insert_func_defn)
      987    0.002    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/scipy/_lib/_docscrape.py:168(_is_at_section)
      126    0.000    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/functional.py:2403(hardswish)
     4258    0.005    0.000    0.005    0.000 {built-in method torch._C._get_tracing_state}
 4270/674    0.003    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:318(_rec_list_vars)
    22573    0.005    0.000    0.005    0.000 {method 'append' of 'collections.deque' objects}
      880    0.002    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/proglog/proglog.py:378(default_bar_logger)
     1792    0.004    0.000    0.005    0.000 /usr/lib/python3.12/_weakrefset.py:53(_commit_removals)
    17210    0.005    0.000    0.005    0.000 {method '__exit__' of '_thread.lock' objects}
      126    0.005    0.000    0.005    0.000 {built-in method torch._C._nn.hardswish_}
     1402    0.002    0.000    0.005    0.000 <frozen os>:680(__getitem__)
      480    0.001    0.000    0.005    0.000 /usr/lib/python3.12/tempfile.py:253(_sanitize_params)
       39    0.000    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/caching.py:598(__init__)
      260    0.004    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1158(make_overload_attribute_template)
      613    0.000    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:351(list_vars)
    10459    0.005    0.000    0.005    0.000 /usr/lib/python3.12/contextlib.py:475(_create_cb_wrapper)
        1    0.000    0.000    0.005    0.005 /home/ali/venv/lib/python3.12/site-packages/scipy/interpolate/_interpolate.py:1(<module>)
      243    0.000    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1180(make_overload_method_template)
       91    0.004    0.000    0.005    0.000 {built-in method builtins.eval}
     1320    0.005    0.000    0.005    0.000 {method '__reduce_ex__' of 'object' objects}
     1768    0.001    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:113(__exit__)
      108    0.000    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/extending.py:398(intrinsic)
     2960    0.002    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/target_extension.py:53(get_local_target)
     8803    0.005    0.000    0.005    0.000 {method '_release_save' of '_thread.RLock' objects}
      108    0.000    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/extending.py:435(_intrinsic)
      440    0.002    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/soundfile.py:1488(_get_format_from_filename)
  280/259    0.000    0.000    0.005    0.000 /usr/lib/python3.12/typing.py:392(inner)
  1976/52    0.002    0.000    0.005    0.000 /usr/lib/python3.12/copy.py:118(deepcopy)
     3462    0.004    0.000    0.005    0.000 /usr/lib/python3.12/subprocess.py:1120(__del__)
     8775    0.005    0.000    0.005    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.005    0.005 /home/ali/venv/lib/python3.12/site-packages/numba/np/random/generator_methods.py:1(<module>)
     2728    0.002    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:891(load)
    14570    0.004    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/event.py:209(broadcast)
      677    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:632(cached)
     3462    0.003    0.000    0.005    0.000 /usr/lib/python3.12/subprocess.py:1961(_handle_exitstatus)
      898    0.001    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:13(__init__)
   104/52    0.001    0.000    0.005    0.000 /usr/lib/python3.12/copy.py:217(_deepcopy_dict)
      440    0.002    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/utils.py:213(__init__)
     1357    0.001    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:537(__init__)
        1    0.000    0.000    0.005    0.005 /home/ali/venv/lib/python3.12/site-packages/soundfile.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_entropy.py:1(<module>)
       35    0.000    0.000    0.005    0.000 /usr/lib/python3.12/re/_parser.py:969(parse)
     1040    0.003    0.000    0.005    0.000 /usr/lib/python3.12/inspect.py:2998(__init__)
     2420    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
     1583    0.004    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/functions.py:245(__init__)
     8752    0.005    0.000    0.005    0.000 {method 'rfind' of 'str' objects}
      287    0.000    0.000    0.005    0.000 /usr/lib/python3.12/pathlib.py:447(__fspath__)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.12/ctypes/util.py:105(_findLib_gcc)
     4092    0.003    0.000    0.005    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:3068(_check_size)
      440    0.001    0.000    0.004    0.000 <frozen genericpath>:27(isfile)
    37/36    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
      357    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
     2872    0.002    0.000    0.004    0.000 <frozen posixpath>:60(isabs)
      888    0.004    0.000    0.004    0.000 {built-in method numpy.empty}
    96/35    0.000    0.000    0.004    0.000 /usr/lib/python3.12/re/_parser.py:452(_parse_sub)
       39    0.000    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/caching.py:323(__init__)
     1328    0.001    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:760(get_lock)
        1    0.000    0.000    0.004    0.004 /home/ali/venv/lib/python3.12/site-packages/scipy/stats/_hypotests.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/ali/venv/lib/python3.12/site-packages/joblib/externals/loky/__init__.py:1(<module>)
    37/36    0.003    0.000    0.004    0.000 {built-in method _imp.exec_dynamic}
       59    0.000    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/decorators.py:26(jit)
       45    0.000    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:1412(_add_module)
     2233    0.002    0.000    0.004    0.000 {built-in method builtins.any}
      320    0.004    0.000    0.004    0.000 {built-in method _io.open_code}
       45    0.000    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:1094(add_module)
       15    0.004    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/shape_base.py:219(vstack)
      440    0.001    0.000    0.004    0.000 /usr/lib/python3.12/sunau.py:522(open)
        9    0.000    0.000    0.004    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:794(<genexpr>)
   131/38    0.002    0.000    0.004    0.000 /usr/lib/python3.12/re/_parser.py:512(_parse)
        8    0.000    0.000    0.004    0.001 /usr/lib/python3.12/importlib/metadata/__init__.py:692(search)
     9113    0.004    0.000    0.004    0.000 {method 'lower' of 'str' objects}
     1364    0.002    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/torchvision/transforms/_functional_pil.py:41(get_image_num_channels)
       38    0.000    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/decorators.py:239(njit)
      606    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:162(__enter__)
        4    0.000    0.000    0.004    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1438(post_process)
      440    0.002    0.000    0.004    0.000 /usr/lib/python3.12/chunk.py:56(__init__)
     1364    0.003    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:250(_conv_type_shape)
     2081    0.004    0.000    0.004    0.000 {method 'sub' of 're.Pattern' objects}
       40    0.000    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/caching.py:528(_load_data)
        8    0.000    0.000    0.004    0.001 /usr/lib/python3.12/importlib/metadata/_functools.py:75(wrapper)
      881    0.001    0.000    0.004    0.000 /usr/lib/python3.12/threading.py:1043(_set_tstate_lock)
        8    0.000    0.000    0.004    0.001 /usr/lib/python3.12/importlib/metadata/__init__.py:701(lookup)
        8    0.001    0.000    0.004    0.001 /usr/lib/python3.12/importlib/metadata/__init__.py:707(__init__)
      880    0.002    0.000    0.004    0.000 /usr/lib/python3.12/logging/__init__.py:1377(getLogger)
        1    0.000    0.000    0.004    0.004 /home/ali/venv/lib/python3.12/site-packages/joblib/memory.py:1(<module>)
      108    0.000    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/extending.py:352(_register)
      443    0.003    0.000    0.004    0.000 /usr/lib/python3.12/random.py:454(choices)
      286    0.000    0.000    0.004    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:310(_from_text_for)
     9374    0.003    0.000    0.004    0.000 {method 'add' of 'set' objects}
    18044    0.004    0.000    0.004    0.000 /usr/lib/python3.12/idlelib/run.py:443(encoding)
        1    0.000    0.000    0.004    0.004 /home/ali/venv/lib/python3.12/site-packages/pycparser/__init__.py:1(<module>)
      440    0.001    0.000    0.004    0.000 /usr/lib/python3.12/_weakrefset.py:110(remove)
    30111    0.004    0.000    0.004    0.000 {method 'lstrip' of 'str' objects}
     3520    0.002    0.000    0.004    0.000 /usr/lib/python3.12/logging/__init__.py:200(_is_internal_frame)
      440    0.000    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/audioread/ffdec.py:307(__del__)
      456    0.003    0.000    0.004    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/lib/arraypad.py:129(_set_pad_area)
    17604    0.004    0.000    0.004    0.000 /usr/lib/python3.12/idlelib/run.py:447(errors)
      662    0.002    0.000    0.004    0.000 /usr/lib/python3.12/functools.py:35(update_wrapper)
