         3789495 function calls (3566026 primitive calls) in 302.661 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/untyped_passes.py:59(run_pass)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/config.py:151(update)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:407(__init__)
      267    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:452(_to_string)
      118    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:834(cbranch)
        1    0.001    0.001    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/boxing.py:1(<module>)
        4    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/shape_base.py:219(vstack)
     1100    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:2762(array_shape)
       27    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:161(_get_arg_packer)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/slicing.py:151(slice_constructor_impl)
       27    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:319(get_arg_packer)
      842    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/numpy_support.py:339(ufunc_can_cast)
      370    0.001    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:2712(__init__)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:376(__init__)
      958    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/storage.py:674(__new__)
       42    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:55(mark_positive)
      687    0.001    0.000    0.001    0.000 /usr/lib/python3.12/idlelib/rpc.py:298(_proxify)
    13721    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:2504(optimise)
        1    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/callwrapper.py:66(emit_cleanup)
       27    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:73(__init__)
      103    0.000    0.000    0.001    0.000 /usr/lib/python3.12/tempfile.py:292(__next__)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/backends/nvidia/compiler.py:81(__post_init__)
       24    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/arraydecl.py:23(get_array_index_type)
      958    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/utils/_pytree.py:890(tree_iter)
      228    0.000    0.000    0.001    0.000 <frozen posixpath>:416(abspath)
        1    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1100(method_impl)
      152    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1518(_iter_inst)
        2    0.001    0.001    0.001    0.001 {method 'cpu' of 'torch._C.TensorBase' objects}
     6456    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/_utils.py:13(is_used)
      276    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1154(__init__)
     3374    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/event.py:265(on_start)
       42    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:44(set_range_metadata)
      958    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/storage.py:766(__init__)
       16    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_machinery.py:246(finalize)
       50    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typed_passes.py:702(get_func_type)
    14435    0.001    0.000    0.001    0.000 /usr/lib/python3.12/pprint.py:95(__lt__)
      364    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/core/request.py:138(io_mode)
     1044    0.001    0.000    0.001    0.000 /usr/lib/python3.12/ast.py:257(iter_fields)
      286    0.000    0.000    0.001    0.000 /usr/lib/python3.12/warnings.py:166(simplefilter)
      687    0.001    0.000    0.001    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
      957    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/parameter.py:10(__instancecheck__)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:268(__init__)
      100    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:141(process)
       51    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1014(load_end)
       52    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/ImageFile.py:323(load_prepare)
     1984    0.001    0.000    0.001    0.000 <frozen posixpath>:41(_get_sep)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.12/_weakrefset.py:95(copy)
      104    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/core/request.py:461(get_file)
      262    0.000    0.000    0.001    0.000 <frozen _collections_abc>:892(__iter__)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/pythonapi.py:1353(unserialize)
     3216    0.001    0.000    0.001    0.000 {method 'encode_single_token' of 'builtins.CoreBPE' objects}
        8    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/untyped_passes.py:182(run_pass)
       18    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:736(check_try_status)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:954(generic)
     1354    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/target_extension.py:121(inherits_from)
       16    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_machinery.py:370(dependency_analysis)
      239    0.000    0.000    0.001    0.000 /usr/lib/python3.12/_weakrefset.py:63(__iter__)
       12    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:431(insert_const_string)
       36    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:98(_get_path)
       52    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/core/v3_plugin_api.py:366(__exit__)
     1014    0.001    0.000    0.001    0.000 <frozen os>:812(fsencode)
     7743    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/proglog/proglog.py:144(bars)
      115    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ssa.py:269(on_assign)
        5    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:551(_as)
       11    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/module.py:207(clone)
      662    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:153(__init__)
       37    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/transforms.py:306(yield_loops_with_multiple_backedges)
        1    0.001    0.001    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:2313(_reduce_to_set)
      100    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:396(_eliminate_dead_blocks)
       44    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:219(_loops)
      236    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:290(_branch_helper)
      479    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/_guards.py:617(try_get)
       84    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/_methods.py:101(_mean)
       71    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/passmanagers.py:744(initialize)
      106    0.000    0.000    0.001    0.000 /usr/lib/python3.12/selectors.py:351(register)
       11    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:483(from_data)
       36    0.000    0.000    0.001    0.000 <frozen posixpath>:505(relpath)
      352    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/init.py:345(_calculate_fan_in_and_fan_out)
      104    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:344(preinit)
      141    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_lock.py:22(__exit__)
        1    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/whisper/model.py:310(install_kv_cache_hooks)
        6    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/slicing.py:61(get_slice_length)
       71    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/passmanagers.py:751(finalize)
       44    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:662(_find_loops)
       40    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:272(loops)
       10    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:801(get_function_type)
       67    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:738(alloca)
       21    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:244(__call__)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.12/functools.py:774(_find_impl)
    220/1    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/module.py:992(apply)
     4254    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.12/_weakrefset.py:37(__init__)
       45    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:682(unpack_tuple)
     4062    0.001    0.000    0.001    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.12/functools.py:732(_compose_mro)
      291    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/numpy_support.py:125(as_dtype)
        2    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/whisper/audio.py:65(pad_or_trim)
        1    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/PIL/GifImagePlugin.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/funcdesc.py:187(from_specialized_function)
      141    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_lock.py:19(__enter__)
        8    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/analysis.py:291(dead_branch_prune)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/funcdesc.py:166(_from_python_function)
       36    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/context.py:8(get_global_context)
      141    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_lock.py:15(release)
       62    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/init.py:245(ones_)
     2263    0.001    0.000    0.001    0.000 /usr/lib/python3.12/logging/__init__.py:1517(debug)
       52    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.new}
       36    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/postproc.py:38(cfg)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/funcdesc.py:38(__init__)
      479    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/utils/_pytree.py:672(_is_leaf)
     9004    0.001    0.000    0.001    0.000 {method 'isspace' of 'str' objects}
        7    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:813(decorate_function)
       79    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:794(__init__)
       98    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/numbers.py:1363(constant_integer)
       24    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/container.py:120(__init__)
        1    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:443(make_view)
      945    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:916(__getitem__)
        3    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:890(guard_memory_error)
       53    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:435(add_global_variable)
       42    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:451(insert_unique_const)
        6    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:777(_get_return_status)
       29    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/runtime/context.py:328(meminfo_data)
       51    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:971(load_prepare)
      141    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_lock.py:11(acquire)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/re/_compiler.py:740(compile)
      798    0.001    0.000    0.001    0.000 {built-in method _struct.unpack}
    13098    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/targetconfig.py:38(default)
       62    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/init.py:62(_no_grad_fill_)
       79    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:806(descr)
        5    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/cache.py:11(default_cache_dir)
       91    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:1159(__init__)
        8    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:284(mangler)
        1    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:896(call_internal_no_propagate)
      105    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:513(fold_arg_vars)
      102    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:520(chunk_cHRM)
        8    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/funcdesc.py:12(default_mangler)
        9    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/context.py:317(resolve_static_getitem)
       73    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/analysis.py:91(liveness)
        8    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/itanium_mangler.py:170(mangle)
      687    0.001    0.000    0.001    0.000 {built-in method _struct.pack}
      367    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:1020(resolve)
     3754    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
      117    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/containers.py:293(__init__)
       68    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       37    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        3    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/listobj.py:68(fix_index)
        6    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/packer.py:87(as_arguments)
       26    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:551(drive)
     1178    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/module.py:2731(named_children)
      194    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/init.py:446(_calculate_correct_fan)
     1016    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      532    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/jit.py:76(visit_Name)
      306    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:201(crc)
       34    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/slicing.py:15(fix_index)
       52    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/plugins/pillow.py:492(metadata)
      168    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:479(get_value_type)
        3    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/listobj.py:78(is_out_of_bounds)
     3368    0.001    0.000    0.001    0.000 {built-in method torch._C._get_cudnn_enabled}
      136    0.000    0.000    0.001    0.000 /usr/lib/python3.12/functools.py:741(is_related)
       97    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/jit.py:201(visitAssnTarget)
       36    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/analysis.py:190(compute_live_variables)
      117    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/containers.py:303(__new__)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler.py:635(define_untyped_pipeline)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:1150(create_library)
     4115    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:643(__init__)
       29    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:994(make_data_helper)
      204    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ssa.py:41(get)
      104    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:620(close)
     2677    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/_utils.py:71(_stringify_metadata)
       96    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/npydecl.py:25(_handle_inputs)
  541/540    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:121(_to_string)
       32    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:70(wrapped)
     3218    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/regex/_regex_core.py:1906(__eq__)
      687    0.001    0.000    0.001    0.000 /usr/lib/python3.12/idlelib/rpc.py:375(_stage1)
     1255    0.001    0.000    0.001    0.000 /usr/lib/python3.12/selectors.py:66(__len__)
       28    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/itanium_mangler.py:107(mangle_identifier)
       60    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/jit.py:111(visit_Attribute)
        2    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/listobj.py:214(zfill)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3.12/_weakrefset.py:120(update)
        4    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/templates.py:899(_get_target_registry)
      286    0.000    0.000    0.001    0.000 /usr/lib/python3.12/warnings.py:182(_add_filter)
     6748    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/event.py:138(is_start)
       22    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:437(__str__)
     1062    0.001    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:1189(tokeneater)
       31    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:145(_get_ptr_by_name)
       19    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/rewrites/static_getitem.py:147(match)
     1409    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/registry.py:67(__getitem__)
       53    0.000    0.000    0.001    0.000 <decorator-gen-21>:1(set_end)
       67    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:515(__init__)
      150    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:781(__init__)
       42    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:993(global_constant)
       84    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir_utils.py:2211(enforce_no_dels)
       11    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/imputils.py:432(impl_ret_borrowed)
      138    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/lowering.py:1442(loadvar)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:1017(read_bytes)
       27    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cgutils.py:656(pack_array)
      152    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:711(descr)
     7464    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/abstract.py:96(key)
     4314    0.001    0.000    0.001    0.000 {built-in method torch.is_grad_enabled}
       38    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:1199(home)
     1917    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/utils.py:524(sublist_iterator)
      103    0.000    0.000    0.001    0.000 /usr/lib/python3.12/tempfile.py:253(_sanitize_params)
      132    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:153(_run_handle_exception)
     1100    0.001    0.000    0.001    0.000 /usr/lib/python3.12/copyreg.py:98(__newobj__)
       79    0.000    0.000    0.001    0.000 /usr/lib/python3.12/subprocess.py:2208(terminate)
     6852    0.001    0.000    0.001    0.000 {built-in method time.perf_counter}
      498    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:103(add_edge)
        3    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:612(as_argument)
        2    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:958(__init__)
      106    0.000    0.000    0.001    0.000 /usr/lib/python3.12/selectors.py:234(register)
        4    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:1123(unify)
      180    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:30(descr)
     5341    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
       53    0.000    0.000    0.001    0.000 <decorator-gen-20>:1(set_end)
      617    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:27(as_pointer)
       16    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/lowering.py:832(fold_call_args)
      478    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/module.py:902(compute_should_use_set_data)
      259    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:54(add_type)
      237    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/utils.py:628(unified_function_type)
       12    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/typeof.py:90(_typeof_type)
     3306    0.001    0.000    0.001    0.000 {built-in method builtins.divmod}
      148    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1740(append)
        3    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ssa.py:131(_fresh_vars)
      132    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:281(goto_entry_block)
      117    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:162(__enter__)
       79    0.000    0.000    0.001    0.000 /usr/lib/python3.12/subprocess.py:2176(send_signal)
       26    0.000    0.000    0.001    0.000 <decorator-gen-27>:1(set_make_frame)
      157    0.000    0.000    0.001    0.000 <frozen codecs>:319(decode)
      103    0.001    0.000    0.001    0.000 /usr/lib/python3.12/random.py:454(choices)
      232    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:1091(_to_list)
      548    0.001    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:383(_dfs)
        1    0.001    0.001    0.001    0.001 {method 'index_select' of 'torch._C.TensorBase' objects}
       53    0.000    0.000    0.001    0.000 <decorator-gen-19>:1(set_end)
       11    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:1220(_create_empty_module)
       57    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:201(__call__)
        1    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/tupleobj.py:291(getitem_unituple)
        1    0.000    0.000    0.001    0.001 /home/ali/venv/lib/python3.12/site-packages/pysrt/srtfile.py:217(save)
       24    0.000    0.000    0.001    0.000 {method 'mean' of 'numpy.ndarray' objects}
       52    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:207(_back_edges)
       22    0.000    0.000    0.001    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:320(if_else)
