         3789495 function calls (3566026 primitive calls) in 302.661 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:1035(seed_return)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:3066(replace)
      104    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_machinery.py:91(run_finalizer)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:3114(op_RAISE_VARARGS)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/untyped_passes.py:1680(get_analysis_usage)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/untyped_passes.py:56(__init__)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:3645(register_open)
      107    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/utils.py:394(__contains__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-41>:1(iter_frames)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:851(ret_void)
       54    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:245(from_data)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/npytypes.py:629(__init__)
       96    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/npydecl.py:65(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:231(__init__)
       13    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:252(intrinsic_name)
       34    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:230(return_value)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:3710(register_extension)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/shape_base.py:215(_vhstack_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/lib/arraypad.py:129(_set_pad_area)
       19    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:45(get_data_type)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/utils.py:152(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:197(as_data)
        6    0.000    0.000    0.000    0.000 {built-in method torch._C._get_deterministic_algorithms}
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/jit.py:241(_normalize_ty)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:555(_is_array_not_precise)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:234(_acquireLock)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/base64.py:51(b64encode)
       12    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:512(<genexpr>)
       26    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/VideoClip.py:655(set_mask)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:870(__str__)
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/core/v3_plugin_api.py:96(__init__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:3721(register_extensions)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:440(remove_build_list_swap_pattern)
       46    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:888(op_RAISE_VARARGS)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/core/request.py:438(format_hint)
       83    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/binding/ffi.py:267(__enter__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/serialize.py:30(_numba_unpickle)
        3    0.000    0.000    0.000    0.000 {built-in method numba._dynfunc.make_function}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1178(__getattr__)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
       60    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:60(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:455(_format)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/transforms.py:311(replace_target)
       62    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1786(code_cellvars)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/driver.py:26(__setattr__)
       17    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1705(find_initial_try_block)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/imputils.py:187(user_function)
       18    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/event.py:276(done)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:529(__init__)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/dispatcher.py:697(_callback_add_timer)
       59    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2857(__init__)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typed_passes.py:190(get_analysis_usage)
        9    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1001(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/listobj.py:175(value)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/imputils.py:173(fix_returning_optional)
        9    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/dispatcher.py:863(cb_compiler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:479(lru_cache)
       66    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/utils.py:459(<genexpr>)
       11    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:887(__str__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/arrayobj.py:4356(_check_const_str_dtype)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:687(__init__)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/builtins.py:642(generic)
       24    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:89(is_jump)
       76    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1695(__repr__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typed_passes.py:410(run_pass)
        4    0.000    0.000    0.000    0.000 {method 'compress' of 'zlib.Compress' objects}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:522(get_constant_null)
       12    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_lock.py:25(is_locked)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:651(__repr__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:55(from_function_id)
       33    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1830(get_varname)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/context.py:538(insert_global)
       17    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCurrentRawStream}
       15    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1039(__init__)
       17    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:862(_get_return_argument)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/utils.py:139(__getattr__)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ssa.py:141(_get_scope)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:387(__init__)
       43    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callconv.py:865(_get_excinfo_argument)
       17    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/serialization.py:1704(__init__)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/misc.py:325(__init__)
       48    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/compiler_machinery.py:229(parse)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/backends/nvidia/compiler.py:116(pack_metadata)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/utils.py:390(__init__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/whisper/decoding.py:666(_detect_language)
        1    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/utils.py:156(__init__)
       38    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:482(packed)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       27    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/runtime/nrt.py:19(initialize)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/typing_extensions.py:2976(_is_unpacked_typevartuple)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/builtins.py:626(generic)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/funcdesc.py:137(_get_function_info)
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:83(groups)
       41    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1778(code_locals)
       67    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:476(<genexpr>)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:1153(_comparable)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:1447(typeof_static_setitem)
       29    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:239(as_argument)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1653(__eq__)
       17    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:148(<lambda>)
       56    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/compositing/concatenate.py:75(<genexpr>)
       11    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:454(intersect)
       53    0.000    0.000    0.000    0.000 /usr/lib/python3.12/selectors.py:199(__enter__)
        3    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        3    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/misc.py:134(__init__)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/core/request.py:414(filename)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2799(__str__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/jit.py:339(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/pysrt/srtfile.py:48(__init__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/extending.py:577(is_jitted)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/serialization.py:1673(_get_restore_location)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/arraydecl.py:613(generic)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:595(__init__)
       53    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1960(infos)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:44(get_code_object)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/cpython/unicode.py:1817(unicode_getitem)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/extending.py:370(__repr__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/controlflow.py:375(_remove_node_edges)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:436(_get_literal_prefix)
       60    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/fromnumeric.py:3380(_mean_dispatcher)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:318(_is_null_temp_reg)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/runtime/jit.py:181(visit_defaults)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callwrapper.py:224(debug_print)
       46    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/base.py:1209(__init__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/torch/nn/modules/utils.py:26(_reverse_repeat_tuple)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/np/numpy_support.py:706(type_can_asarray)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:848(__len__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:850(__setattr__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       56    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/video/compositing/concatenate.py:76(<genexpr>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:935(__eq__)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/functions.py:509(__eq__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:63(BmpImageFile)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/subprocess.py:481(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:668(usesTime)
        3    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       60    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:1428(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/funcdesc.py:16(qualifying_prefix)
       10    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/types.py:494(__len__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/misc.py:172(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:484(pop_all)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:460(__init__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/context.py:513(_insert_global)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:785(__delattr__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dis.py:406(_parse_varint)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:392(__getattr__)
       32    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/module.py:204(get_identified_types)
       28    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/entrypoints.py:23(init_all)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:761(_get_decompressor)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/cp437.py:14(decode)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:56(_dib_accept)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:113(__init__)
       10    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/functions.py:496(_store_object)
        2    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/backends/amd/compiler.py:55(supports_target)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/bytecode.py:235(__init__)
       13    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/containers.py:463(is_precise)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typing/arraydecl.py:580(generic)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:831(filter)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/moviepy/tools.py:164(find_extension)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/core/request.py:434(format_hint)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/untyped_passes.py:118(run_pass)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/abstract.py:177(__call__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:568(__init__)
       40    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/boxing.py:635(_NumbaTypeHelper)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1565(__eq__)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ssa.py:120(_compute_phi_locations)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       32    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:526(_get_reference)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/module.py:85(add_named_metadata)
       38    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:699(get_call_signature)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/module.py:219(<genexpr>)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/imageio/core/v3_plugin_api.py:363(__enter__)
       13    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/funcdesc.py:62(<genexpr>)
       31    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1774(code_consts)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:791(seek)
       32    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/values.py:342(bitcast)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/JpegImagePlugin.py:517(_getmp)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/consts.py:18(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:968(acquire)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/tqdm/std.py:1147(__del__)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:1341(verify)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/whisper/utils.py:78(get_end)
        3    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/GifImagePlugin.py:78(GifImageFile)
       44    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/abstract.py:439(literal_value)
        1    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
       32    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typed_passes.py:42(fallback_context)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1180(__init__)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/proglog/proglog.py:165(iterable_is_too_short)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:238(_EndRecData64)
       15    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/typeinfer.py:1522(sentry_modified_builtin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1035(_find_new_)
       24    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/byteflow.py:1835(terminate)
        2    0.000    0.000    0.000    0.000 <decorator-gen-43>:1(iter_chunks)
       38    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:620(__init__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/interpreter.py:1749(get_global_value)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/callwrapper.py:11(__init__)
       36    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/postproc.py:68(__init__)
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/builder.py:190(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:823(_module_repr_from_spec)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/JpegPresets.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:560(_raise_if_finalized)
       18    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:79(_is_private)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        8    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/whisper/tokenizer.py:263(<genexpr>)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
       52    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/Image.py:603(__enter__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:570(isstring)
       11    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/triton/compiler/compiler.py:384(launch_metadata)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:243(_releaseLock)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/types/abstract.py:423(__init__)
        5    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/datamodel/models.py:53(get_return_type)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/transforms.py:725(_eliminate_nested_withs)
        2    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cpu_options.py:25(__init__)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/llvmlite/ir/instructions.py:292(add_case)
        7    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/ir.py:899(__init__)
       20    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/cpu.py:113(codegen)
        4    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/codegen.py:893(_object_getbuffer_hook)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/lib/format.py:282(descr_to_dtype)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/weakref.py:352(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:341(_sanitize_filename)
        3    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numba/core/dispatcher.py:709(_callback_add_compiler_timer)
        1    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/PIL/ImageMath.py:27(_Operand)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tempfile.py:649(__enter__)
        6    0.000    0.000    0.000    0.000 /home/ali/venv/lib/python3.12/site-packages/numpy/core/numerictypes.py:283(issubclass_)
